CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,4.0,2022-01-06,6,4.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,8.0,2022-01-06,6,8.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,3.0,2022-01-06,6,3.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-06,6,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,3.0,2022-01-06,6,3.0
9778,MIEL DE AGAVE,1.0,2022-01-06,6,1.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-06,6,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-06,6,2.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,2.0,2022-01-07,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,5.0,2022-01-07,6,5.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,6.0,2022-01-07,6,6.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,5.0,2022-01-07,6,5.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,3.0,2022-01-07,6,3.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,1.0,2022-01-07,6,1.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,1.0,2022-01-07,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,4.0,2022-01-07,6,4.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-07,6,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-07,6,1.0
275,PINAVERIO  DIMETICONA 16 CAPSULAS,1.0,2022-01-08,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-08,6,1.0
452,LINCOMICINA AMPOLLETA 300 MG,4.0,2022-01-08,6,4.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,1.0,2022-01-08,6,1.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-08,6,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-08,6,1.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-01-08,6,1.0
731,VENDA ELÁSTICA 10 CM X 5 M,2.0,2022-01-08,6,2.0
735,VENDA ELÁSTICA 05 CM X 5 M,1.0,2022-01-08,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,3.0,2022-01-08,6,3.0
9485,MONARLINE TABLETAS LCARNITINA  ALCACHOFA,1.0,2022-01-08,6,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-08,6,2.0
S028,COCACOLA 450 ML NR PET,3.0,2022-01-08,6,3.0
S036,SPRITE 500 ML NR,1.0,2022-01-08,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,35.0,2022-01-09,6,17.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-09,6,1.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,2.0,2022-01-09,6,2.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-01-09,6,1.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,1.0,2022-01-09,6,1.0
735,VENDA ELÁSTICA 05 CM X 5 M,3.0,2022-01-09,6,3.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-09,6,1.0
9485,MONARLINE TABLETAS LCARNITINA  ALCACHOFA,1.0,2022-01-09,6,1.0
9488,HORNYSEX,1.0,2022-01-09,6,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-09,6,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-09,6,2.0
S029,FANTA NARANJA 500ML,2.0,2022-01-09,6,2.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-10,6,2.0
275,PINAVERIO  DIMETICONA 16 CAPSULAS,2.0,2022-01-10,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,9.0,2022-01-10,6,9.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-10,6,2.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,2.0,2022-01-10,6,2.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-10,6,1.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,2.0,2022-01-10,6,2.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,1.0,2022-01-10,6,1.0
731,VENDA ELÁSTICA 10 CM X 5 M,1.0,2022-01-10,6,1.0
732,CLORURO  DE METILROSANILINA SOLUCIÓN CON APLICADOR 40 ML VIOLETA DE GENCIANA,1.0,2022-01-10,6,1.0
735,VENDA ELÁSTICA 05 CM X 5 M,2.0,2022-01-10,6,2.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-10,6,1.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-10,6,1.0
9232,PESO PLUMA NOCHE  MANGO AFRICANO  BROMELINA  PAPAÍNA  SÁBILA  NOPAL  LACTOBACILOS  CIRUELA 30 CÁPSULAS DE 500 MG CU ,1.0,2022-01-10,6,1.0
9778,MIEL DE AGAVE,1.0,2022-01-10,6,1.0
9804,MONAR KIDS,1.0,2022-01-10,6,1.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-10,6,1.0
127,CEFUROXIMA 500MG TABLETA C10,1.0,2022-01-11,6,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-11,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,4.0,2022-01-11,6,4.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,7.0,2022-01-11,6,7.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,4.0,2022-01-11,6,4.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-11,6,1.0
676,ELECTROLITOS ORALES PEDIÁTRICO SABOR MANZANA 300 ML SOLURAL,1.0,2022-01-11,6,1.0
677,ELECTROLITOS ORALES PEDIÁTRICO SABOR UVA 300 ML SOLURAL,1.0,2022-01-11,6,1.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,1.0,2022-01-11,6,1.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,1.0,2022-01-11,6,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,2.0,2022-01-11,6,2.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,2.0,2022-01-11,6,2.0
9562,NOPALINAZA PLUS CAPSULAS 400 MG 90 PZ OMEGA 369  NOPAL  LINAZA  HOJA SEN,1.0,2022-01-11,6,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-11,6,3.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,1.0,2022-01-12,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,3.0,2022-01-12,6,3.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-12,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,10.0,2022-01-12,6,10.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-12,6,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-12,6,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-12,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,3.0,2022-01-12,6,3.0
9488,HORNYSEX,2.0,2022-01-12,6,2.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-12,6,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-12,6,2.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,2.0,2022-01-13,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-13,6,2.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-13,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,6.0,2022-01-13,6,6.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-13,6,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-13,6,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,2.0,2022-01-13,6,2.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,2.0,2022-01-13,6,2.0
879,REGRIPAX CAPSULAS C60,1.0,2022-01-13,6,1.0
9014,DANIC  ÁCIDO ASCÓRBICO  VITAMINA C  90 TABLETAS MASTICABLES  SABOR CEREZA,1.0,2022-01-13,6,1.0
9031,COLÁGENO HIDROLIZADO UVA   VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO SABOR UVA 1100 KG ,1.0,2022-01-13,6,1.0
9634,CARAMELO MIEL CON PROPOLEO Y PASIFLORA,2.0,2022-01-13,6,2.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-13,6,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-13,6,2.0
S036,SPRITE 500 ML NR,1.0,2022-01-13,6,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,1.0,2022-01-14,6,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-14,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,2.0,2022-01-14,6,2.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,2.0,2022-01-14,6,2.0
676,ELECTROLITOS ORALES PEDIÁTRICO SABOR MANZANA 300 ML SOLURAL,1.0,2022-01-14,6,1.0
677,ELECTROLITOS ORALES PEDIÁTRICO SABOR UVA 300 ML SOLURAL,1.0,2022-01-14,6,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-14,6,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,10.0,2022-01-14,6,4.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-14,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,1.0,2022-01-14,6,1.0
9047,TÉ SENSUAL AFRODISÍACO 1 SOBRE  10 G (VIGORIZANTE PARA HUMBRE Y MUJER),1.0,2022-01-14,6,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-14,6,1.0
S029,FANTA NARANJA 500ML,2.0,2022-01-14,6,2.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,4.0,2022-01-15,6,4.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,3.0,2022-01-15,6,3.0
191,CLOTRIMAZOL CREMA 30 GR,1.0,2022-01-15,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-15,6,2.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-15,6,3.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,4.0,2022-01-15,6,4.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-15,6,1.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,1.0,2022-01-15,6,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-15,6,2.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,1.0,2022-01-15,6,1.0
9072,GLUTAMAX GOLD  OMEGA 3  TIROSINA  METIONINA  ÁCIDO GLUTÁMICO  COMPLEJO B  VITAMINA C 60 TABLETAS  066 G CU ,1.0,2022-01-15,6,1.0
9254,DINAMAX JUNIOR  JALEA REAL  VITAMINAS  MINERALES JARABE 250 ML ,1.0,2022-01-15,6,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,2.0,2022-01-15,6,2.0
9778,MIEL DE AGAVE,1.0,2022-01-15,6,1.0
S014,COCACOLA 355 ML NRP,4.0,2022-01-15,6,4.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-15,6,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-15,6,2.0
S029,FANTA NARANJA 500ML,1.0,2022-01-15,6,1.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,4.0,2022-01-16,6,4.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,6.0,2022-01-16,6,6.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-16,6,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-16,6,2.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,4.0,2022-01-16,6,4.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-16,6,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,4.0,2022-01-16,6,4.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-01-16,6,1.0
732,CLORURO  DE METILROSANILINA SOLUCIÓN CON APLICADOR 40 ML VIOLETA DE GENCIANA,1.0,2022-01-16,6,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-16,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,1.0,2022-01-16,6,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-16,6,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-16,6,1.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,2.0,2022-01-17,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,6.0,2022-01-17,6,6.0
435,KETOTIFENO SOLUCIÓN 120 ML  20 MG KERAFFLER,1.0,2022-01-17,6,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-17,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,23.0,2022-01-17,6,11.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,3.0,2022-01-17,6,3.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,2.0,2022-01-17,6,2.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,2.0,2022-01-17,6,2.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-17,6,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,2.0,2022-01-17,6,2.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-17,6,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,1.0,2022-01-17,6,1.0
9072,GLUTAMAX GOLD  OMEGA 3  TIROSINA  METIONINA  ÁCIDO GLUTÁMICO  COMPLEJO B  VITAMINA C 60 TABLETAS  066 G CU ,1.0,2022-01-17,6,1.0
9485,MONARLINE TABLETAS LCARNITINA  ALCACHOFA,1.0,2022-01-17,6,1.0
9562,NOPALINAZA PLUS CAPSULAS 400 MG 90 PZ OMEGA 369  NOPAL  LINAZA  HOJA SEN,1.0,2022-01-17,6,1.0
9783,SUPRA CELL COLAGENO GRANADA Y ZARZAMORA,1.0,2022-01-17,6,1.0
9804,MONAR KIDS,1.0,2022-01-17,6,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-17,6,3.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-17,6,2.0
S036,SPRITE 500 ML NR,1.0,2022-01-17,6,1.0
191,CLOTRIMAZOL CREMA 30 GR,1.0,2022-01-18,6,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-18,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,13.0,2022-01-18,6,13.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-18,6,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-18,6,3.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-18,6,2.0
S036,SPRITE 500 ML NR,1.0,2022-01-18,6,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,1.0,2022-01-19,6,1.0
275,PINAVERIO  DIMETICONA 16 CAPSULAS,2.0,2022-01-19,6,2.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,5.0,2022-01-19,6,5.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-19,6,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-19,6,1.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,3.0,2022-01-19,6,3.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-19,6,1.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,2.0,2022-01-19,6,2.0
735,VENDA ELÁSTICA 05 CM X 5 M,1.0,2022-01-19,6,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-19,6,1.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,1.0,2022-01-19,6,1.0
S014,COCACOLA 355 ML NRP,4.0,2022-01-19,6,4.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-19,6,2.0
S036,SPRITE 500 ML NR,1.0,2022-01-19,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,9.0,2022-01-20,6,9.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-20,6,2.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,19.0,2022-01-20,6,10.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-20,6,1.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,1.0,2022-01-20,6,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-20,6,1.0
9488,HORNYSEX,1.0,2022-01-20,6,1.0
9714,COLAGEIN MAX  OMEGA 369  HIDROLIZADO BOTE DE 1200KG ,1.0,2022-01-20,6,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-21,6,2.0
275,PINAVERIO  DIMETICONA 16 CAPSULAS,1.0,2022-01-21,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,5.0,2022-01-21,6,5.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,5.0,2022-01-21,6,5.0
452,LINCOMICINA AMPOLLETA 300 MG,3.0,2022-01-21,6,3.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,5.0,2022-01-21,6,5.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-21,6,1.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-21,6,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-21,6,1.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,2.0,2022-01-21,6,2.0
S029,FANTA NARANJA 500ML,1.0,2022-01-21,6,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,8.0,2022-01-22,6,8.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-22,6,2.0
452,LINCOMICINA AMPOLLETA 300 MG,4.0,2022-01-22,6,4.0
467,LORATADINA  BETAMETASONA TABLETAS 50 MG  025 MG 10 PZ TAMEX,1.0,2022-01-22,6,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-22,6,1.0
566,SILDENAFIL 100 MG TABLETAS BLISTER C1 EDEGRA,1.0,2022-01-22,6,1.0
698,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 160 MG  800 MG 14 PCS BACTIVER,2.0,2022-01-22,6,2.0
