CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,3.0,2022-01-15,8,3.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,8.0,2022-01-15,8,2.0
9233,NUTRAESS3 CÁPSULAS 500 MG 30 PZ PASIFLORA  VALERIANA  TORONJIL  TILA,1.0,2022-01-15,8,1.0
S028,COCACOLA 450 ML NR PET,3.0,2022-01-15,8,3.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,7.0,2022-01-16,8,7.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,15.0,2022-01-16,8,15.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-16,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-16,8,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-17,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,17.0,2022-01-17,8,17.0
874,CREMA DE ARNICA JALOMA CREMA 60GR,1.0,2022-01-17,8,1.0
9275,GERIASURE CH  VITAMINAS  MINERALES  ÁCIDO FÓLICO  PROTEÍNAS 400 G SABOR CHOCOLATE ,1.0,2022-01-17,8,1.0
9276,GERIASURE FR  VITAMINAS  MINERALES  ÁCIDO FÓLICO  PROTEÍNAS 400 G SABOR FRESA ,1.0,2022-01-17,8,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-17,8,2.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,6.0,2022-01-18,8,6.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,10.0,2022-01-18,8,10.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-18,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,5.0,2022-01-18,8,5.0
S029,FANTA NARANJA 500ML,1.0,2022-01-18,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,8.0,2022-01-19,8,8.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-19,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-19,8,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-19,8,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,4.0,2022-01-20,8,4.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-20,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,1.0,2022-01-20,8,1.0
9144,ADELITESE  ÁCIDO ASCÓRBICO 60 TABLETAS MASTICABLES  250 MG,1.0,2022-01-20,8,1.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-20,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,11.0,2022-01-21,8,11.0
771,ELECTROLITOS ORALES SABOR MANZANA,8.0,2022-01-21,8,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-21,8,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-21,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,33.0,2022-01-22,8,15.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-22,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,6.0,2022-01-22,8,6.0
776,ELECTROLITOS ORALES SABOR JAMAICA,2.0,2022-01-22,8,2.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-22,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-22,8,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-23,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-23,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,7.0,2022-01-23,8,7.0
770,ELECTROLITOS ORALES SABOR FRESA,8.0,2022-01-23,8,2.0
S043,SIDRAL MUNDET DE 500 ML NRTP,1.0,2022-01-23,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-24,8,2.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,3.0,2022-01-24,8,3.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,13.0,2022-01-24,8,13.0
770,ELECTROLITOS ORALES SABOR FRESA,2.0,2022-01-24,8,2.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-24,8,1.0
775,ELECTROLITOS ORALES SABOR UVA,8.0,2022-01-24,8,2.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-25,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,7.0,2022-01-25,8,7.0
880,ROSAVIT C,2.0,2022-01-25,8,2.0
9160,CHICLES CAFÉ  GOMA BASE  5,3.0,2022-01-25,8,3.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-25,8,1.0
184,CLORFENAMINA JARABE BLENDOX,1.0,2022-01-26,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-26,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,9.0,2022-01-26,8,9.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-26,8,1.0
C011,PROTEC VENDA MALLA TUBULAR N4 2M,1.0,2022-01-26,8,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-26,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-27,8,3.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-27,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,9.0,2022-01-27,8,9.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,1.0,2022-01-27,8,1.0
184,CLORFENAMINA JARABE BLENDOX,1.0,2022-01-28,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-28,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,2.0,2022-01-28,8,2.0
770,ELECTROLITOS ORALES SABOR FRESA,17.0,2022-01-28,8,5.0
545,NAPROXENO SÓDICO TABLETAS 275 MG 20 PCS BIXEN,1.0,2022-01-29,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-29,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,8.0,2022-01-29,8,8.0
770,ELECTROLITOS ORALES SABOR FRESA,2.0,2022-01-29,8,2.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-30,8,3.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-30,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,7.0,2022-01-30,8,7.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,1.0,2022-01-31,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,12.0,2022-01-31,8,12.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-31,8,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-31,8,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-31,8,2.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-31,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,1.0,2022-02-01,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,10.0,2022-02-01,8,10.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-02-01,8,1.0
9465,EUCALIN  PROPÓLEO  GORDOLOBO  SAUCO  EUCALIPTO  MIRRA  MENTOL AGAVE JARABE 250 ML ,1.0,2022-02-01,8,1.0
9481,MONAR CALM  7 AZAHARES  LÚPULO  PASIFLORA  VALERIANA  TILA  TUMBAVAQUERO CAPSULAS 500 MG 36 PZ ,1.0,2022-02-01,8,1.0
9786,URBADOL  GEL 80 GR,1.0,2022-02-01,8,1.0
9810,POWER MAN 1 TABLETA DE 500 MG,1.0,2022-02-01,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-02-02,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,3.0,2022-02-02,8,3.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-02-02,8,1.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-02-02,8,1.0
409,JERINGA 03 ML PEDIATRICA AZUL PLASTICO DESECHABLE,10.0,2022-02-03,8,10.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,23.0,2022-02-03,8,23.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-03,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,3.0,2022-02-04,8,3.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,6.0,2022-02-04,8,6.0
770,ELECTROLITOS ORALES SABOR FRESA,8.0,2022-02-04,8,2.0
S028,COCACOLA 450 ML NR PET,3.0,2022-02-04,8,3.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,3.0,2022-02-05,8,3.0
770,ELECTROLITOS ORALES SABOR FRESA,8.0,2022-02-05,8,2.0
S043,SIDRAL MUNDET DE 500 ML NRTP,1.0,2022-02-05,8,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-02-06,8,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-02-06,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,9.0,2022-02-07,8,9.0
770,ELECTROLITOS ORALES SABOR FRESA,9.0,2022-02-07,8,3.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-02-07,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-02-08,8,3.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-02-08,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-02-08,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,18.0,2022-02-08,8,18.0
537,NAPROXENO TABLETAS 250 MG 30 PCS NOVAXEN,1.0,2022-02-09,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,2.0,2022-02-09,8,2.0
9078,COLÁGENO HIDROLIZADO NARANJA  VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO 1100 KG,1.0,2022-02-09,8,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-02-09,8,2.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-02-10,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,8.0,2022-02-10,8,8.0
9197,PLENIFORM 40  ISOFLAVONAS DE SOYA  TRÉBOL ROJO  VITAMINAS SUPLEMENTO ALIMENTICIO 30 TABLETAS 500 MG CU,1.0,2022-02-10,8,1.0
9708,URBA SBT FORTE GARCINIA CAMBOGIA  NOPAL  ALGA ESPIRULINA  HOJA SEN  CITRUS LIMETA  60 TABLETAS DE 500 MG,1.0,2022-02-10,8,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-02-10,8,3.0
S036,SPRITE 500 ML NR,1.0,2022-02-10,8,1.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,5.0,2022-02-11,8,5.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,12.0,2022-02-11,8,12.0
9786,URBADOL  GEL 80 GR,1.0,2022-02-11,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-02-12,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,4.0,2022-02-12,8,4.0
770,ELECTROLITOS ORALES SABOR FRESA,8.0,2022-02-12,8,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-12,8,1.0
S036,SPRITE 500 ML NR,1.0,2022-02-12,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,2.0,2022-02-13,8,2.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-02-13,8,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-02-13,8,1.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-02-13,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,2.0,2022-02-14,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,3.0,2022-02-14,8,3.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-02-14,8,1.0
9197,PLENIFORM 40  ISOFLAVONAS DE SOYA  TRÉBOL ROJO  VITAMINAS SUPLEMENTO ALIMENTICIO 30 TABLETAS 500 MG CU,1.0,2022-02-14,8,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,7.0,2022-02-15,8,7.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,5.0,2022-02-15,8,5.0
9481,MONAR CALM  7 AZAHARES  LÚPULO  PASIFLORA  VALERIANA  TILA  TUMBAVAQUERO CAPSULAS 500 MG 36 PZ ,1.0,2022-02-15,8,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-02-15,8,2.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-02-16,8,1.0
537,NAPROXENO TABLETAS 250 MG 30 PCS NOVAXEN,1.0,2022-02-16,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,7.0,2022-02-16,8,7.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-16,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-02-17,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,2.0,2022-02-17,8,2.0
S014,COCACOLA 355 ML NRP,1.0,2022-02-17,8,1.0
409,JERINGA 03 ML PEDIATRICA AZUL PLASTICO DESECHABLE,1.0,2022-02-18,8,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,4.0,2022-02-18,8,4.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,2.0,2022-02-18,8,2.0
S043,SIDRAL MUNDET DE 500 ML NRTP,1.0,2022-02-18,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-02-19,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,3.0,2022-02-19,8,3.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-02-19,8,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-02-19,8,1.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-02-19,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-19,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,3.0,2022-02-20,8,3.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,25.0,2022-02-20,8,25.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,3.0,2022-02-20,8,3.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,4.0,2022-02-20,8,4.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-02-20,8,1.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-02-20,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,1.0,2022-02-21,8,1.0
544,NAPROXENO SUSPENSION DE 25G  100 ML PROXALINS,1.0,2022-02-21,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,1.0,2022-02-21,8,1.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-02-21,8,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-02-21,8,1.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-02-22,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,1.0,2022-02-22,8,1.0
9197,PLENIFORM 40  ISOFLAVONAS DE SOYA  TRÉBOL ROJO  VITAMINAS SUPLEMENTO ALIMENTICIO 30 TABLETAS 500 MG CU,1.0,2022-02-22,8,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-02-22,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-22,8,1.0
S036,SPRITE 500 ML NR,1.0,2022-02-22,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,3.0,2022-02-23,8,3.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-02-23,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,7.0,2022-02-23,8,7.0
770,ELECTROLITOS ORALES SABOR FRESA,27.0,2022-02-23,8,3.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-02-23,8,1.0
9197,PLENIFORM 40  ISOFLAVONAS DE SOYA  TRÉBOL ROJO  VITAMINAS SUPLEMENTO ALIMENTICIO 30 TABLETAS 500 MG CU,1.0,2022-02-23,8,1.0
S029,FANTA NARANJA 500ML,1.0,2022-02-23,8,1.0
16,AMLODIPINO TABLETAS 5 MG 10 PZ SISTOPRES,1.0,2022-02-24,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,4.0,2022-02-24,8,4.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-02-24,8,1.0
S028,COCACOLA 450 ML NR PET,2.0,2022-02-24,8,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,10.0,2022-02-25,8,10.0
S014,COCACOLA 355 ML NRP,1.0,2022-02-25,8,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-02-25,8,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,3.0,2022-02-26,8,3.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-02-26,8,1.0
